TICK=00000 MPC=001 FETCH_HEADER     PC=0x00000004 SP=0x00008000 FLAGS=-   R0=0 R1=0 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000000 header=0x00000202 operands=2
TICK=00588 MPC=589 FETCH_HEADER     PC=0x00000158 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000154 header=0x0000010A operands=1
TICK=00589 MPC=590 FETCH_OPERAND    PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x0001D001
TICK=00590 MPC=591 DECODE           PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: JZ #464 ; super=blocked:control-or-io
TICK=00591 MPC=592 READ_TARGET      PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JZ #464
TICK=00592 MPC=593 EVALUATE_BRANCH  PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JZ #464
TICK=00593 MPC=594 COMMIT           PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: JZ #464
TICK=00594 MPC=595 FETCH_HEADER     PC=0x00000160 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: addr=0x0000015C header=0x00000214 operands=2
TICK=00595 MPC=596 FETCH_OPERAND    PC=0x00000164 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00596 MPC=597 FETCH_OPERAND    PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00FFF402
TICK=00597 MPC=598 DECODE           PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: LOADB R1, [0xFFF4] ; super=blocked:control-or-io
TICK=00598 MPC=599 READ_BYTE_SOURCE PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: READ_BYTE_SOURCE: LOADB R1, [0xFFF4]
TICK=00599 MPC=600 WRITE_DESTINATION PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=10000 R1=1 R2=0 R3=0 R4=0 R5=0 :: WRITE_DESTINATION: LOADB R1, [0xFFF4]
TICK=00600 MPC=601 COMMIT           PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: LOADB R1, [0xFFF4]
TICK=00601 MPC=602 FETCH_HEADER     PC=0x0000016C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000168 header=0x00000208 operands=2
TICK=00602 MPC=603 FETCH_OPERAND    PC=0x00000170 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00603 MPC=604 FETCH_OPERAND    PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00002001
TICK=00604 MPC=605 DECODE           PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #32 ; super=blocked:control-or-io
TICK=00605 MPC=606 READ_LEFT        PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: CMP R1, #32
TICK=00606 MPC=607 READ_RIGHT       PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: CMP R1, #32
TICK=00607 MPC=608 ALU_SUB          PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: ALU_SUB: CMP R1, #32
TICK=00608 MPC=609 UPDATE_FLAGS     PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: CMP R1, #32
TICK=00609 MPC=610 COMMIT           PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #32
TICK=00610 MPC=611 FETCH_HEADER     PC=0x00000178 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000174 header=0x0000010A operands=1
TICK=00611 MPC=612 FETCH_OPERAND    PC=0x0000017C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x0001D001
TICK=00612 MPC=613 DECODE           PC=0x0000017C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: JZ #464 ; super=blocked:control-or-io
TICK=00613 MPC=614 READ_TARGET      PC=0x0000017C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JZ #464
TICK=00614 MPC=615 EVALUATE_BRANCH  PC=0x0000017C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JZ #464
TICK=00615 MPC=616 COMMIT           PC=0x0000017C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: JZ #464
TICK=00616 MPC=617 FETCH_HEADER     PC=0x00000180 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x0000017C header=0x00000208 operands=2
TICK=00617 MPC=618 FETCH_OPERAND    PC=0x00000184 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00618 MPC=619 FETCH_OPERAND    PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00000A01
TICK=00619 MPC=620 DECODE           PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #10 ; super=blocked:control-or-io
TICK=00620 MPC=621 READ_LEFT        PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: CMP R1, #10
TICK=00621 MPC=622 READ_RIGHT       PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: CMP R1, #10
TICK=00622 MPC=623 ALU_SUB          PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: ALU_SUB: CMP R1, #10
TICK=00623 MPC=624 UPDATE_FLAGS     PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: CMP R1, #10
TICK=00624 MPC=625 COMMIT           PC=0x00000188 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #10
TICK=00625 MPC=626 FETCH_HEADER     PC=0x0000018C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000188 header=0x0000010A operands=1
TICK=00626 MPC=627 FETCH_OPERAND    PC=0x00000190 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x0001D001
TICK=00627 MPC=628 DECODE           PC=0x00000190 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: JZ #464 ; super=blocked:control-or-io
TICK=00628 MPC=629 READ_TARGET      PC=0x00000190 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JZ #464
TICK=00629 MPC=630 EVALUATE_BRANCH  PC=0x00000190 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JZ #464
TICK=00630 MPC=631 COMMIT           PC=0x00000190 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: JZ #464
TICK=00631 MPC=632 FETCH_HEADER     PC=0x00000194 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000190 header=0x00000208 operands=2
TICK=00632 MPC=633 FETCH_OPERAND    PC=0x00000198 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00633 MPC=634 FETCH_OPERAND    PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00000D01
TICK=00634 MPC=635 DECODE           PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #13 ; super=blocked:control-or-io
TICK=00635 MPC=636 READ_LEFT        PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: CMP R1, #13
TICK=00636 MPC=637 READ_RIGHT       PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: CMP R1, #13
TICK=00637 MPC=638 ALU_SUB          PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: ALU_SUB: CMP R1, #13
TICK=00638 MPC=639 UPDATE_FLAGS     PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: CMP R1, #13
TICK=00639 MPC=640 COMMIT           PC=0x0000019C SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #13
TICK=00640 MPC=641 FETCH_HEADER     PC=0x000001A0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x0000019C header=0x0000010A operands=1
TICK=00641 MPC=642 FETCH_OPERAND    PC=0x000001A4 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x0001D001
TICK=00642 MPC=643 DECODE           PC=0x000001A4 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: JZ #464 ; super=blocked:control-or-io
TICK=00643 MPC=644 READ_TARGET      PC=0x000001A4 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JZ #464
TICK=00644 MPC=645 EVALUATE_BRANCH  PC=0x000001A4 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JZ #464
TICK=00645 MPC=646 COMMIT           PC=0x000001A4 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: JZ #464
TICK=00646 MPC=647 FETCH_HEADER     PC=0x000001A8 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: addr=0x000001A4 header=0x00000204 operands=2
TICK=00647 MPC=648 FETCH_OPERAND    PC=0x000001AC SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00648 MPC=649 FETCH_OPERAND    PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00003001
TICK=00649 MPC=650 DECODE           PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: SUB R1, #48 ; super=blocked:data-dependency
TICK=00650 MPC=651 READ_LEFT        PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: SUB R1, #48
TICK=00651 MPC=652 READ_RIGHT       PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: SUB R1, #48
TICK=00652 MPC=653 ALU_SUB          PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: ALU_SUB: SUB R1, #48
TICK=00653 MPC=654 WRITE_BACK       PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: WRITE_BACK: SUB R1, #48
TICK=00654 MPC=655 UPDATE_FLAGS     PC=0x000001B0 SP=0x00007FFC FLAGS=G   R0=10000 R1=48 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: SUB R1, #48
TICK=00655 MPC=656 COMMIT           PC=0x000001B0 SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: SUB R1, #48
TICK=00656 MPC=657 FETCH_HEADER     PC=0x000001B4 SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: addr=0x000001B0 header=0x00000205 operands=2
TICK=00657 MPC=658 FETCH_OPERAND    PC=0x000001B8 SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000000
TICK=00658 MPC=659 FETCH_OPERAND    PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00000A01
TICK=00659 MPC=660 DECODE           PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: MUL R0, #10 ; super=blocked:data-dependency
TICK=00660 MPC=661 READ_LEFT        PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: MUL R0, #10
TICK=00661 MPC=662 READ_RIGHT       PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: MUL R0, #10
TICK=00662 MPC=663 ALU_MUL          PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: ALU_MUL: MUL R0, #10
TICK=00663 MPC=664 WRITE_BACK       PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: WRITE_BACK: MUL R0, #10
TICK=00664 MPC=665 UPDATE_FLAGS     PC=0x000001BC SP=0x00007FFC FLAGS=Z   R0=10000 R1=0 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: MUL R0, #10
TICK=00665 MPC=666 COMMIT           PC=0x000001BC SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: MUL R0, #10
TICK=00666 MPC=667 FETCH_HEADER     PC=0x000001C0 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: addr=0x000001BC header=0x00000203 operands=2
TICK=00667 MPC=668 FETCH_OPERAND    PC=0x000001C4 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000000
TICK=00668 MPC=669 FETCH_OPERAND    PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00000100
TICK=00669 MPC=670 DECODE           PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: ADD R0, R1 ; super=blocked:next-not-eligible
TICK=00670 MPC=671 READ_LEFT        PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: ADD R0, R1
TICK=00671 MPC=672 READ_RIGHT       PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: ADD R0, R1
TICK=00672 MPC=673 ALU_ADD          PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: ALU_ADD: ADD R0, R1
TICK=00673 MPC=674 WRITE_BACK       PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: WRITE_BACK: ADD R0, R1
TICK=00674 MPC=675 UPDATE_FLAGS     PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: ADD R0, R1
TICK=00675 MPC=676 COMMIT           PC=0x000001C8 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: ADD R0, R1
TICK=00676 MPC=677 FETCH_HEADER     PC=0x000001CC SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: addr=0x000001C8 header=0x00000109 operands=1
TICK=00677 MPC=678 FETCH_OPERAND    PC=0x000001D0 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00013C01
TICK=00678 MPC=679 DECODE           PC=0x000001D0 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: JMP #316 ; super=blocked:control-or-io
TICK=00679 MPC=680 READ_TARGET      PC=0x000001D0 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JMP #316
TICK=00680 MPC=681 EVALUATE_BRANCH  PC=0x000001D0 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JMP #316
TICK=00681 MPC=682 COMMIT           PC=0x0000013C SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: JMP #316
TICK=00682 MPC=683 FETCH_HEADER     PC=0x00000140 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: addr=0x0000013C header=0x00000214 operands=2
TICK=00683 MPC=684 FETCH_OPERAND    PC=0x00000144 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00684 MPC=685 FETCH_OPERAND    PC=0x00000148 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00FFF002
TICK=00685 MPC=686 DECODE           PC=0x00000148 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: LOADB R1, [0xFFF0] ; super=blocked:control-or-io
TICK=00686 MPC=687 READ_BYTE_SOURCE PC=0x00000148 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: READ_BYTE_SOURCE: LOADB R1, [0xFFF0]
TICK=00687 MPC=688 WRITE_DESTINATION PC=0x00000148 SP=0x00007FFC FLAGS=G   R0=100000 R1=0 R2=0 R3=0 R4=0 R5=0 :: WRITE_DESTINATION: LOADB R1, [0xFFF0]
TICK=00688 MPC=689 COMMIT           PC=0x00000148 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: LOADB R1, [0xFFF0]
TICK=00689 MPC=690 FETCH_HEADER     PC=0x0000014C SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000148 header=0x00000208 operands=2
TICK=00690 MPC=691 FETCH_OPERAND    PC=0x00000150 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00691 MPC=692 FETCH_OPERAND    PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00000001
TICK=00692 MPC=693 DECODE           PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #0 ; super=blocked:control-or-io
TICK=00693 MPC=694 READ_LEFT        PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: CMP R1, #0
TICK=00694 MPC=695 READ_RIGHT       PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: CMP R1, #0
TICK=00695 MPC=696 ALU_SUB          PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: ALU_SUB: CMP R1, #0
TICK=00696 MPC=697 UPDATE_FLAGS     PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: CMP R1, #0
TICK=00697 MPC=698 COMMIT           PC=0x00000154 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #0
TICK=00698 MPC=699 FETCH_HEADER     PC=0x00000158 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000154 header=0x0000010A operands=1
TICK=00699 MPC=700 FETCH_OPERAND    PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x0001D001
TICK=00700 MPC=701 DECODE           PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: JZ #464 ; super=blocked:control-or-io
TICK=00701 MPC=702 READ_TARGET      PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JZ #464
TICK=00702 MPC=703 EVALUATE_BRANCH  PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JZ #464
TICK=00703 MPC=704 COMMIT           PC=0x0000015C SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: JZ #464
TICK=00704 MPC=705 FETCH_HEADER     PC=0x00000160 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: addr=0x0000015C header=0x00000214 operands=2
TICK=00705 MPC=706 FETCH_OPERAND    PC=0x00000164 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00706 MPC=707 FETCH_OPERAND    PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00FFF402
TICK=00707 MPC=708 DECODE           PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: LOADB R1, [0xFFF4] ; super=blocked:control-or-io
TICK=00708 MPC=709 READ_BYTE_SOURCE PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: READ_BYTE_SOURCE: LOADB R1, [0xFFF4]
TICK=00709 MPC=710 WRITE_DESTINATION PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=100000 R1=1 R2=0 R3=0 R4=0 R5=0 :: WRITE_DESTINATION: LOADB R1, [0xFFF4]
TICK=00710 MPC=711 COMMIT           PC=0x00000168 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: LOADB R1, [0xFFF4]
TICK=00711 MPC=712 FETCH_HEADER     PC=0x0000016C SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000168 header=0x00000208 operands=2
TICK=00712 MPC=713 FETCH_OPERAND    PC=0x00000170 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x00000100
TICK=00713 MPC=714 FETCH_OPERAND    PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: operand[2]=0x00002001
TICK=00714 MPC=715 DECODE           PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #32 ; super=blocked:control-or-io
TICK=00715 MPC=716 READ_LEFT        PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: READ_LEFT: CMP R1, #32
TICK=00716 MPC=717 READ_RIGHT       PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: READ_RIGHT: CMP R1, #32
TICK=00717 MPC=718 ALU_SUB          PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: ALU_SUB: CMP R1, #32
TICK=00718 MPC=719 UPDATE_FLAGS     PC=0x00000174 SP=0x00007FFC FLAGS=G   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: UPDATE_FLAGS: CMP R1, #32
TICK=00719 MPC=720 COMMIT           PC=0x00000174 SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: CMP R1, #32
TICK=00720 MPC=721 FETCH_HEADER     PC=0x00000178 SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: addr=0x00000174 header=0x0000010A operands=1
TICK=00721 MPC=722 FETCH_OPERAND    PC=0x0000017C SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: operand[1]=0x0001D001
TICK=00722 MPC=723 DECODE           PC=0x0000017C SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: JZ #464 ; super=blocked:control-or-io
TICK=00723 MPC=724 READ_TARGET      PC=0x0000017C SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: READ_TARGET: JZ #464
TICK=00724 MPC=725 EVALUATE_BRANCH  PC=0x0000017C SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: EVALUATE_BRANCH: JZ #464
TICK=00725 MPC=726 COMMIT           PC=0x000001D0 SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: JZ #464
TICK=00726 MPC=727 FETCH_HEADER     PC=0x000001D4 SP=0x00007FFC FLAGS=Z   R0=100000 R1=32 R2=0 R3=0 R4=0 R5=0 :: addr=0x000001D0 header=0x00000013 operands=0
